[ 0.36428814  0.63571186]
[ 0.10017893  0.89982107]
[ 0.29992449  0.70007551]
[ 0.10967509  0.89032491]
[ 0.10677282  0.89322718]
[ 0.10069932  0.89930068]
[ 0.41797921  0.58202079]
[ 0.27451196  0.72548804]
[ 0.34097432  0.65902568]
[ 0.1428457  0.8571543]
[ 0.2513226  0.7486774]
[ 0.54992485  0.45007515]
[ 0.29670109  0.70329891]
[ 0.31189185  0.68810815]
[ 0.19948583  0.80051417]
[ 0.183607  0.816393]
[ 0.49768862  0.50231138]
[ 0.31817495  0.68182505]
[ 0.09822546  0.90177454]
[ 0.14733128  0.85266872]
[ 0.2239834  0.7760166]
[ 0.27524263  0.72475737]
[ 0.33806693  0.66193307]
[ 0.15537958  0.84462042]
[ 0.37530069  0.62469931]
[ 0.03020036  0.96979964]
[ 0.98650528  0.01349472]
[ 0.0783214  0.9216786]
[ 0.27972738  0.72027262]
[ 0.19306535  0.80693465]
[ 0.09571775  0.90428225]
[ 0.45742121  0.54257879]
[ 0.41147075  0.58852925]
[ 0.07383786  0.92616214]
[ 0.49267783  0.50732217]
[ 0.06782268  0.93217732]
[ 0.20634333  0.79365667]
[ 0.42320402  0.57679598]
[ 0.10490531  0.89509469]
[ 0.11377541  0.88622459]
[ 0.08418015  0.91581985]
[ 0.12957232  0.87042768]
[ 0.26815449  0.73184551]
[ 0.24760176  0.75239824]
[ 0.10456356  0.89543644]
[ 0.41358743  0.58641257]
[ 0.27731183  0.72268817]
[ 0.56505931  0.43494069]
[ 0.32650885  0.67349115]
[ 0.03990239  0.96009761]
[ 0.09223024  0.90776976]
[ 0.168976  0.831024]
[ 0.1879681  0.8120319]
[ 0.16231546  0.83768454]
[ 0.23726354  0.76273646]
[ 0.16343615  0.83656385]
[ 0.13262445  0.86737555]
[ 0.77280986  0.22719014]
[ 0.38731633  0.61268367]
[ 0.11210674  0.88789326]
[ 0.59597109  0.40402891]
[ 0.01410696  0.98589304]
[ 0.96783312  0.03216688]
[ 0.23787058  0.76212942]
[ 0.12502185  0.87497815]
[ 0.08721105  0.91278895]
[ 0.18682427  0.81317573]
[ 0.45177407  0.54822593]
[ 0.10410551  0.89589449]
[ 0.08329188  0.91670812]
[ 0.65879309  0.34120691]
[ 0.39713733  0.60286267]
[ 0.08878939  0.91121061]
[ 0.08428823  0.91571177]
[ 0.23332846  0.76667154]
[ 0.26976032  0.73023968]
[ 0.1019508  0.8980492]
[ 0.28135048  0.71864952]
[ 0.184984  0.815016]
[ 0.25775356  0.74224644]
[ 0.2957021  0.7042979]
[ 0.24856081  0.75143919]
[ 0.09369889  0.90630111]
[ 0.10759231  0.89240769]
[ 0.35802743  0.64197257]
[ 0.69927013  0.30072987]
[ 0.75863755  0.24136245]
[ 0.20742212  0.79257788]
[ 0.4644331  0.5355669]
[ 0.09673086  0.90326914]
[ 0.45905692  0.54094308]
[ 0.15250022  0.84749978]
[ 0.22525931  0.77474069]
[ 0.09095972  0.90904028]
[ 0.20293336  0.79706664]
[ 0.30503268  0.69496732]
[ 0.44859731  0.55140269]
[ 0.07689332  0.92310668]
[ 0.10090739  0.89909261]
[ 0.22234672  0.77765328]
[ 0.31111016  0.68888984]
[ 0.20991898  0.79008102]
[ 0.1299827  0.8700173]
[ 0.13472641  0.86527359]
[ 0.1219588  0.8780412]
[ 0.21629448  0.78370552]
[ 0.34613556  0.65386444]
[ 0.06309577  0.93690423]
[ 0.30194019  0.69805981]
[ 0.55296464  0.44703536]
[ 0.10990426  0.89009574]
[ 0.09673086  0.90326914]
[ 0.14583945  0.85416055]
[ 0.33440225  0.66559775]
[ 0.79696304  0.20303696]
[ 0.22686568  0.77313432]
[ 0.00885038  0.99114962]
[ 0.6503946  0.3496054]
[ 0.32804647  0.67195353]
[ 0.13705074  0.86294926]
[ 0.01772018  0.98227982]
[ 0.22042228  0.77957772]
[ 0.21314651  0.78685349]
[ 0.23249463  0.76750537]
[ 0.31404086  0.68595914]
[ 0.10456356  0.89543644]
[ 0.00548104  0.99451896]
[ 0.09321428  0.90678572]
[ 0.15282582  0.84717418]
[ 0.08565723  0.91434277]
[ 0.53939427  0.46060573]
[ 0.35598805  0.64401195]
[ 0.14407664  0.85592336]
[ 0.98650528  0.01349472]
[ 0.13151263  0.86848737]
[ 0.08687813  0.91312187]
[ 0.11766563  0.88233437]
[ 0.20891949  0.79108051]
[ 0.26892804  0.73107196]
[ 0.23950752  0.76049248]
[ 0.02810758  0.97189242]
[ 0.21003924  0.78996076]
[ 0.47137895  0.52862105]
[ 0.8905387  0.1094613]
[ 0.13085087  0.86914913]
[ 0.40386224  0.59613776]
[ 0.34788886  0.65211114]
[ 0.98632109  0.01367891]
[ 0.22588537  0.77411463]
[ 0.57380376  0.42619624]
[ 0.2898482  0.7101518]
[ 0.24846389  0.75153611]
[ 0.13579563  0.86420437]
[ 0.59532519  0.40467481]
[ 0.14038262  0.85961738]
[ 0.07120642  0.92879358]
[ 0.12140591  0.87859409]
[ 0.05108245  0.94891755]
[ 0.16180849  0.83819151]
[ 0.1533142  0.8466858]
[ 0.2415138  0.7584862]
[ 0.08301401  0.91698599]
[ 0.22627066  0.77372934]
[ 0.30728319  0.69271681]
[ 0.20775093  0.79224907]
[ 0.55920908  0.44079092]
[ 0.05914425  0.94085575]
[ 0.181144  0.818856]
[ 0.50470774  0.49529226]
[ 0.22284564  0.77715436]
[ 0.21812331  0.78187669]
[ 0.54150647  0.45849353]
[ 0.32798181  0.67201819]
[ 0.22686568  0.77313432]
[ 0.16180573  0.83819427]
[ 0.05598141  0.94401859]
[ 0.93379116  0.06620884]
[ 0.40582406  0.59417594]
[ 0.25691476  0.74308524]
[ 0.34766506  0.65233494]
[ 0.20162797  0.79837203]
[ 0.00583851  0.99416149]
[ 0.30951459  0.69048541]
[ 0.42489125  0.57510875]
[ 0.33089149  0.66910851]
[ 0.19445229  0.80554771]
[ 0.07344634  0.92655366]
[ 0.26771511  0.73228489]
[ 0.22053824  0.77946176]
[ 0.03667858  0.96332142]
[ 0.28834579  0.71165421]
[ 0.00885038  0.99114962]
[ 0.98692295  0.01307705]
[ 0.00560548  0.99439452]
[ 0.2591175  0.7408825]
[ 0.04637645  0.95362355]
[ 0.24410655  0.75589345]
[ 0.03208542  0.96791458]
[ 0.24517383  0.75482617]
[ 0.23848893  0.76151107]
[ 0.15944194  0.84055806]
[ 0.16576243  0.83423757]
[ 0.6825128  0.3174872]
[ 0.31052672  0.68947328]
[ 0.98654982  0.01345018]
[ 0.11153428  0.88846572]
[ 0.25764154  0.74235846]
[ 0.07513447  0.92486553]
[ 0.30134863  0.69865137]
[ 0.31104303  0.68895697]
[ 0.09170443  0.90829557]
[ 0.3991322  0.6008678]
[ 0.37980644  0.62019356]
[ 0.98650528  0.01349472]
[ 0.80022041  0.19977959]
[ 0.25976719  0.74023281]
[ 0.39825841  0.60174159]
[ 0.05897562  0.94102438]
[ 0.34097973  0.65902027]
[ 0.24407476  0.75592524]
[ 0.09688832  0.90311168]
[ 0.28785057  0.71214943]
[ 0.29073627  0.70926373]
[ 0.0129057  0.9870943]
[ 0.23884152  0.76115848]
[ 0.54263089  0.45736911]
[ 0.02281326  0.97718674]
[ 0.19502671  0.80497329]
[ 0.58100648  0.41899352]
[ 0.12462369  0.87537631]
[ 0.60570285  0.39429715]
[ 0.20610817  0.79389183]
[ 0.41601363  0.58398637]
[ 0.16180849  0.83819151]
[ 0.07811681  0.92188319]
[ 0.16148424  0.83851576]
[ 0.01303216  0.98696784]
[ 0.1185769  0.8814231]
[ 0.04056251  0.95943749]
[ 0.44690473  0.55309527]
[ 0.89667779  0.10332221]
[ 0.12998394  0.87001606]
[ 0.17388729  0.82611271]
[ 0.12842108  0.87157892]
[ 0.13489092  0.86510908]
[ 0.1507792  0.8492208]
[ 0.3808222  0.6191778]
[ 0.33192096  0.66807904]
[ 0.40548331  0.59451669]
[ 0.48022887  0.51977113]
[ 0.5044965  0.4955035]
[ 0.00946942  0.99053058]
[ 0.01031691  0.98968309]
[ 0.58239071  0.41760929]
[ 0.03353242  0.96646758]
[ 0.09143077  0.90856923]
[ 0.21940498  0.78059502]
[ 0.00583851  0.99416149]
[ 0.12918869  0.87081131]
[ 0.28650563  0.71349437]
[ 0.36399887  0.63600113]
[ 0.27961012  0.72038988]
[ 0.87286274  0.12713726]
[ 0.23348027  0.76651973]
[ 0.36803029  0.63196971]
[ 0.0915959  0.9084041]
[ 0.04634831  0.95365169]
[ 0.07639979  0.92360021]
[ 0.28890096  0.71109904]
[ 0.29959279  0.70040721]
[ 0.23721046  0.76278954]
[ 0.15705032  0.84294968]
[ 0.12390037  0.87609963]
[ 0.13497503  0.86502497]
[ 0.01302839  0.98697161]
[ 0.05949895  0.94050105]
[ 0.15334019  0.84665981]
[ 0.98696991  0.01303009]
[ 0.06609028  0.93390972]
[ 0.35320044  0.64679956]
[ 0.10520071  0.89479929]
[ 0.13113031  0.86886969]
[ 0.19792353  0.80207647]
[ 0.24307796  0.75692204]
[ 0.38877559  0.61122441]
[ 0.10780419  0.89219581]
[ 0.24131863  0.75868137]
[ 0.68746999  0.31253001]
[ 0.22497899  0.77502101]
[ 0.28111827  0.71888173]
[ 0.13154614  0.86845386]
[ 0.04855878  0.95144122]
[ 0.10159081  0.89840919]
[ 0.29408924  0.70591076]
[ 0.12220496  0.87779504]
[ 0.86776774  0.13223226]
[ 0.18708624  0.81291376]
[ 0.2437492  0.7562508]
[ 0.20847868  0.79152132]
[ 0.98650528  0.01349472]
[ 0.00602186  0.99397814]
[ 0.10815525  0.89184475]
[ 0.15021358  0.84978642]
[ 0.25405984  0.74594016]
[ 0.30218882  0.69781118]
[ 0.10006839  0.89993161]
[ 0.98692295  0.01307705]
[ 0.1327622  0.8672378]
[ 0.01871285  0.98128715]
[ 0.15212763  0.84787237]
[ 0.48632461  0.51367539]
[ 0.2415138  0.7584862]
[ 0.20827726  0.79172274]
[ 0.09973874  0.90026126]
[ 0.20618381  0.79381619]
[ 0.02326339  0.97673661]
[ 0.04669436  0.95330564]
[ 0.12953561  0.87046439]
[ 0.00885038  0.99114962]
[ 0.10456356  0.89543644]
[ 0.29116576  0.70883424]
[ 0.55235242  0.44764758]
[ 0.13480349  0.86519651]
[ 0.20188887  0.79811113]
[ 0.15297857  0.84702143]
[ 0.44652106  0.55347894]
[ 0.09673086  0.90326914]
[ 0.23726354  0.76273646]
[ 0.23905843  0.76094157]
[ 0.0136706  0.9863294]
[ 0.25242528  0.74757472]
[ 0.24013046  0.75986954]
[ 0.21866924  0.78133076]
[ 0.30404045  0.69595955]
[ 0.21115636  0.78884364]
[ 0.20016472  0.79983528]
[ 0.20891949  0.79108051]
[ 0.06264064  0.93735936]
[ 0.14257127  0.85742873]
[ 0.2780114  0.7219886]
[ 0.19445229  0.80554771]
[ 0.29646173  0.70353827]
[ 0.28368826  0.71631174]
[ 0.09545675  0.90454325]
[ 0.15083017  0.84916983]
[ 0.93537855  0.06462145]
[ 0.33848768  0.66151232]
[ 0.06925851  0.93074149]
[ 0.30266236  0.69733764]
[ 0.04354506  0.95645494]
[ 0.32130971  0.67869029]
[ 0.2770441  0.7229559]
[ 0.22519561  0.77480439]
[ 0.25629462  0.74370538]
[ 0.16556487  0.83443513]
[ 0.85594461  0.14405539]
[ 0.20952685  0.79047315]
[ 0.07094777  0.92905223]
[ 0.63785653  0.36214347]
[ 0.17156933  0.82843067]
[ 0.08906091  0.91093909]
[ 0.17375261  0.82624739]
[ 0.7049261  0.2950739]
[ 0.14948789  0.85051211]
[ 0.20352355  0.79647645]
[ 0.46933875  0.53066125]
[ 0.08567251  0.91432749]
[ 0.32510839  0.67489161]
[ 0.22686568  0.77313432]
[ 0.2347853  0.7652147]
[ 0.2093302  0.7906698]
[ 0.33187134  0.66812866]
[ 0.15214367  0.84785633]
[ 0.18803439  0.81196561]
[ 0.13328957  0.86671043]
[ 0.29633468  0.70366532]
[ 0.421028  0.578972]
[ 0.04739237  0.95260763]
[ 0.03250578  0.96749422]
[ 0.27799664  0.72200336]
[ 0.06881129  0.93118871]
[ 0.2437492  0.7562508]
[ 0.20677801  0.79322199]
[ 0.22234672  0.77765328]
[ 0.90671594  0.09328406]
[ 0.53757628  0.46242372]
[ 0.19009748  0.80990252]
[ 0.56551311  0.43448689]
[ 0.10309953  0.89690047]
[ 0.50958645  0.49041355]
[ 0.02282306  0.97717694]
[ 0.08906091  0.91093909]
[ 0.23545866  0.76454134]
[ 0.36963296  0.63036704]
[ 0.10917672  0.89082328]
[ 0.97596692  0.02403308]
[ 0.29744245  0.70255755]
[ 0.19855453  0.80144547]
[ 0.61962284  0.38037716]
[ 0.26087006  0.73912994]
[ 0.18792091  0.81207909]
[ 0.3994435  0.6005565]
[ 0.50156659  0.49843341]
[ 0.10145563  0.89854437]
[ 0.19354569  0.80645431]
[ 0.26018762  0.73981238]
[ 0.3004729  0.6995271]
[ 0.23726354  0.76273646]
[ 0.22639617  0.77360383]
[ 0.70789642  0.29210358]
[ 0.16832378  0.83167622]
[ 0.03048123  0.96951877]
[ 0.69081443  0.30918557]
[ 0.29211152  0.70788848]
[ 0.21428379  0.78571621]
[ 0.43804657  0.56195343]
[ 0.31199729  0.68800271]
[ 0.33929878  0.66070122]
[ 0.20440942  0.79559058]
[ 0.14802473  0.85197527]
[ 0.50329971  0.49670029]
[ 0.07338608  0.92661392]
[ 0.0136706  0.9863294]
[ 0.98570598  0.01429402]
[ 0.43892906  0.56107094]
[ 0.98725678  0.01274322]
[ 0.13480349  0.86519651]
[ 0.01225833  0.98774167]
[ 0.18889232  0.81110768]
[ 0.06264064  0.93735936]
[ 0.14009017  0.85990983]
[ 0.40128858  0.59871142]
[ 0.2844433  0.7155567]
[ 0.52456463  0.47543537]
[ 0.13113031  0.86886969]
[ 0.0151555  0.9848445]
[ 0.18367216  0.81632784]
[ 0.10161759  0.89838241]
[ 0.46421522  0.53578478]
[ 0.29488632  0.70511368]
[ 0.35312751  0.64687249]
[ 0.15988465  0.84011535]
[ 0.28254867  0.71745133]
[ 0.10069932  0.89930068]
[ 0.19042868  0.80957132]
[ 0.17334428  0.82665572]
[ 0.2176867  0.7823133]
[ 0.47473182  0.52526818]
[ 0.31484111  0.68515889]
[ 0.98570598  0.01429402]
[ 0.14090275  0.85909725]
[ 0.68877406  0.31122594]
[ 0.0883592  0.9116408]
[ 0.19220305  0.80779695]
[ 0.04084873  0.95915127]
[ 0.21977652  0.78022348]
[ 0.3018126  0.6981874]
[ 0.27180623  0.72819377]
[ 0.26582769  0.73417231]
[ 0.1879681  0.8120319]
[ 0.04621552  0.95378448]
[ 0.1758898  0.8241102]
[ 0.14190598  0.85809402]
[ 0.29679393  0.70320607]
[ 0.12502185  0.87497815]
[ 0.12066392  0.87933608]
[ 0.11718502  0.88281498]
[ 0.01230254  0.98769746]
[ 0.15473745  0.84526255]
[ 0.01922291  0.98077709]
[ 0.08908471  0.91091529]
[ 0.39610392  0.60389608]
[ 0.25449279  0.74550721]
[ 0.16456594  0.83543406]
[ 0.13029469  0.86970531]
[ 0.10069932  0.89930068]
[ 0.15664098  0.84335902]
[ 0.31546619  0.68453381]
[ 0.23683396  0.76316604]
[ 0.00999659  0.99000341]
[ 0.00855501  0.99144499]
[ 0.98655372  0.01344628]
[ 0.1542284  0.8457716]
[ 0.13522915  0.86477085]
[ 0.20320555  0.79679445]
[ 0.13786513  0.86213487]
[ 0.32010721  0.67989279]
[ 0.23787058  0.76212942]
[ 0.12158351  0.87841649]
[ 0.1845627  0.8154373]
[ 0.35418197  0.64581803]
[ 0.2275056  0.7724944]
[ 0.13788766  0.86211234]
[ 0.1417589  0.8582411]
[ 0.10069932  0.89930068]
[ 0.70098787  0.29901213]
[ 0.16131477  0.83868523]
[ 0.22971276  0.77028724]
[ 0.01003273  0.98996727]
[ 0.13262445  0.86737555]
[ 0.00885038  0.99114962]
[ 0.25018572  0.74981428]
[ 0.10069932  0.89930068]
[ 0.23353623  0.76646377]
[ 0.23787058  0.76212942]
[ 0.14762845  0.85237155]
[ 0.03325659  0.96674341]
[ 0.24102965  0.75897035]
[ 0.28664594  0.71335406]
[ 0.20675537  0.79324463]
[ 0.22130429  0.77869571]
[ 0.98650528  0.01349472]
[ 0.07459329  0.92540671]
[ 0.10350753  0.89649247]
[ 0.30459258  0.69540742]
[ 0.03115564  0.96884436]
[ 0.92858779  0.07141221]
[ 0.20941001  0.79058999]
[ 0.44032085  0.55967915]
[ 0.55724949  0.44275051]
[ 0.00885038  0.99114962]
[ 0.08336923  0.91663077]
[ 0.07315549  0.92684451]
[ 0.10490531  0.89509469]
[ 0.41552686  0.58447314]
[ 0.70009381  0.29990619]
[ 0.24046689  0.75953311]
[ 0.40841352  0.59158648]
[ 0.30375613  0.69624387]
[ 0.00885038  0.99114962]
[ 0.30432268  0.69567732]
[ 0.22525931  0.77474069]
[ 0.24348714  0.75651286]
[ 0.23787058  0.76212942]
[ 0.10945952  0.89054048]
[ 0.17883379  0.82116621]
[ 0.11061084  0.88938916]
[ 0.15173621  0.84826379]
[ 0.04360367  0.95639633]
[ 0.12579264  0.87420736]
[ 0.26018762  0.73981238]
[ 0.01362154  0.98637846]
[ 0.0798684  0.9201316]
[ 0.4326672  0.5673328]
[ 0.04838975  0.95161025]
[ 0.02577691  0.97422309]
[ 0.21726892  0.78273108]
[ 0.09127754  0.90872246]
[ 0.00640168  0.99359832]
[ 0.18150397  0.81849603]
[ 0.25775356  0.74224644]
[ 0.09498853  0.90501147]
[ 0.48722072  0.51277928]
[ 0.09973874  0.90026126]
[ 0.49140635  0.50859365]
[ 0.08304732  0.91695268]
[ 0.17664626  0.82335374]
[ 0.2347853  0.7652147]
[ 0.21915217  0.78084783]
[ 0.54395897  0.45604103]
[ 0.14611971  0.85388029]
[ 0.45773592  0.54226408]
[ 0.46128789  0.53871211]
[ 0.048767  0.951233]
[ 0.22542689  0.77457311]
[ 0.63138074  0.36861926]
[ 0.25778273  0.74221727]
[ 0.13606236  0.86393764]
[ 0.29417755  0.70582245]
[ 0.35682409  0.64317591]
[ 0.19076278  0.80923722]
[ 0.24912447  0.75087553]
[ 0.34035505  0.65964495]
[ 0.45233351  0.54766649]
[ 0.38328901  0.61671099]
[ 0.28030265  0.71969735]
[ 0.23544075  0.76455925]
[ 0.17220158  0.82779842]
[ 0.49490184  0.50509816]
[ 0.23445402  0.76554598]
[ 0.01385014  0.98614986]
[ 0.20515914  0.79484086]
[ 0.37869497  0.62130503]
[ 0.21248678  0.78751322]
[ 0.19913344  0.80086656]
[ 0.13052163  0.86947837]
[ 0.37310109  0.62689891]
[ 0.22688098  0.77311902]
[ 0.18254564  0.81745436]
[ 0.98015709  0.01984291]
[ 0.14397003  0.85602997]
[ 0.07634089  0.92365911]
[ 0.92705409  0.07294591]
[ 0.13522915  0.86477085]
[ 0.29883055  0.70116945]
[ 0.27664067  0.72335933]
[ 0.38899541  0.61100459]
[ 0.29915154  0.70084846]
[ 0.27076895  0.72923105]
[ 0.67760074  0.32239926]
[ 0.06795675  0.93204325]
[ 0.17875117  0.82124883]
[ 0.11718502  0.88281498]
[ 0.20672214  0.79327786]
[ 0.13479492  0.86520508]
[ 0.20636115  0.79363885]
[ 0.3136076  0.6863924]
[ 0.37891356  0.62108644]
[ 0.40844091  0.59155909]
[ 0.02250747  0.97749253]
[ 0.18305616  0.81694384]
[ 0.20670519  0.79329481]
[ 0.24673762  0.75326238]
[ 0.05952056  0.94047944]
[ 0.4023917  0.5976083]
[ 0.12390037  0.87609963]
[ 0.90062127  0.09937873]
[ 0.2091111  0.7908889]
[ 0.26152527  0.73847473]
[ 0.00593858  0.99406142]
[ 0.17094123  0.82905877]
[ 0.44952459  0.55047541]
[ 0.17312339  0.82687661]
[ 0.03605983  0.96394017]
[ 0.04807294  0.95192706]
[ 0.50925008  0.49074992]
[ 0.28779017  0.71220983]
[ 0.29797704  0.70202296]
[ 0.23787058  0.76212942]
[ 0.4797954  0.5202046]
[ 0.45404541  0.54595459]
[ 0.13142538  0.86857462]
[ 0.03836227  0.96163773]
[ 0.24600262  0.75399738]
[ 0.35435483  0.64564517]
[ 0.34954109  0.65045891]
[ 0.23373897  0.76626103]
[ 0.24332766  0.75667234]
[ 0.13154614  0.86845386]
[ 0.15702456  0.84297544]
[ 0.75186855  0.24813145]
[ 0.23933618  0.76066382]
[ 0.22686568  0.77313432]
[ 0.1611586  0.8388414]
[ 0.24150943  0.75849057]
[ 0.23544075  0.76455925]
[ 0.09153943  0.90846057]
[ 0.21823412  0.78176588]
[ 0.50156659  0.49843341]
[ 0.13003011  0.86996989]
[ 0.10490531  0.89509469]
[ 0.03643179  0.96356821]
[ 0.13557157  0.86442843]
[ 0.08040766  0.91959234]
[ 0.27523843  0.72476157]
[ 0.23721046  0.76278954]
[ 0.33970115  0.66029885]
[ 0.06285174  0.93714826]
[ 0.08626094  0.91373906]
[ 0.26577862  0.73422138]
[ 0.1735304  0.8264696]
[ 0.09973874  0.90026126]
[ 0.10575304  0.89424696]
[ 0.1802852  0.8197148]
[ 0.09673086  0.90326914]
[ 0.49473627  0.50526373]
[ 0.1993975  0.8006025]
[ 0.16298988  0.83701012]
[ 0.23555315  0.76444685]
[ 0.10192395  0.89807605]
[ 0.78679528  0.21320472]
[ 0.33750138  0.66249862]
[ 0.09154233  0.90845767]
[ 0.60660445  0.39339555]
[ 0.89041112  0.10958888]
[ 0.13053616  0.86946384]
[ 0.1821289  0.8178711]
[ 0.62235621  0.37764379]
[ 0.23872197  0.76127803]
[ 0.28361654  0.71638346]
[ 0.05670164  0.94329836]
[ 0.16691133  0.83308867]
[ 0.88787032  0.11212968]
[ 0.10036974  0.89963026]
[ 0.12133611  0.87866389]
[ 0.40734133  0.59265867]
[ 0.20464267  0.79535733]
[ 0.15125526  0.84874474]
[ 0.07626546  0.92373454]
[ 0.11643882  0.88356118]
[ 0.28629719  0.71370281]
[ 0.31932903  0.68067097]
[ 0.19425923  0.80574077]
[ 0.01658002  0.98341998]
[ 0.20293336  0.79706664]
[ 0.50753067  0.49246933]
[ 0.98696991  0.01303009]
[ 0.17338632  0.82661368]
[ 0.09603369  0.90396631]
[ 0.96681682  0.03318318]
[ 0.20908423  0.79091577]
[ 0.09467415  0.90532585]
[ 0.91962654  0.08037346]
[ 0.52126918  0.47873082]
[ 0.00613146  0.99386854]
[ 0.30503268  0.69496732]
[ 0.26428718  0.73571282]
[ 0.87636624  0.12363376]
[ 0.36160749  0.63839251]
[ 0.27940478  0.72059522]
[ 0.26026412  0.73973588]
[ 0.27462429  0.72537571]
[ 0.16667555  0.83332445]
[ 0.1270464  0.8729536]
[ 0.09820992  0.90179008]
[ 0.55056203  0.44943797]
[ 0.10069932  0.89930068]
[ 0.24070463  0.75929537]
[ 0.16844847  0.83155153]
[ 0.21813637  0.78186363]
[ 0.13480349  0.86519651]
[ 0.24987469  0.75012531]
[ 0.26747397  0.73252603]
[ 0.28261961  0.71738039]
[ 0.2212435  0.7787565]
[ 0.27726568  0.72273432]
[ 0.2621214  0.7378786]
[ 0.21428379  0.78571621]
[ 0.18324198  0.81675802]
[ 0.28768712  0.71231288]
[ 0.30363864  0.69636136]
[ 0.07852831  0.92147169]
[ 0.16033679  0.83966321]
[ 0.23787058  0.76212942]
[ 0.13522915  0.86477085]
[ 0.51239895  0.48760105]
[ 0.23726354  0.76273646]
[ 0.99049702  0.00950298]
[ 0.29961295  0.70038705]
[ 0.19890443  0.80109557]
[ 0.35158535  0.64841465]
[ 0.12390037  0.87609963]
[ 0.29630456  0.70369544]
[ 0.12957232  0.87042768]
[ 0.0486992  0.9513008]
[ 0.80313837  0.19686163]
[ 0.22528899  0.77471101]
[ 0.98632109  0.01367891]
[ 0.07941193  0.92058807]
[ 0.0059171  0.9940829]
[ 0.68937157  0.31062843]
[ 0.27452154  0.72547846]
[ 0.24320695  0.75679305]
[ 0.17155241  0.82844759]
[ 0.10036974  0.89963026]
[ 0.13028489  0.86971511]
[ 0.06221834  0.93778166]
[ 0.23726354  0.76273646]
[ 0.0129816  0.9870184]
[ 0.25167829  0.74832171]
[ 0.55050338  0.44949662]
[ 0.10069932  0.89930068]
[ 0.09357749  0.90642251]
[ 0.42952581  0.57047419]
[ 0.06079118  0.93920882]
[ 0.24582254  0.75417746]
[ 0.10236001  0.89763999]
[ 0.56788382  0.43211618]
[ 0.18388358  0.81611642]
[ 0.23726354  0.76273646]
[ 0.26892804  0.73107196]
[ 0.16053004  0.83946996]
[ 0.22686568  0.77313432]
[ 0.00883483  0.99116517]
[ 0.12645207  0.87354793]
[ 0.87639559  0.12360441]
[ 0.45992402  0.54007598]
[ 0.1048938  0.8951062]
[ 0.35868488  0.64131512]
[ 0.04918896  0.95081104]
[ 0.31111016  0.68888984]
[ 0.00637955  0.99362045]
[ 0.12957232  0.87042768]
[ 0.29569349  0.70430651]
[ 0.20672214  0.79327786]
[ 0.15909331  0.84090669]
[ 0.143495  0.856505]
[ 0.69621523  0.30378477]
[ 0.48812249  0.51187751]
[ 0.29498491  0.70501509]
[ 0.27574632  0.72425368]
[ 0.1713891  0.8286109]
[ 0.31093853  0.68906147]
[ 0.16687055  0.83312945]
[ 0.24217772  0.75782228]
[ 0.06297073  0.93702927]
[ 0.24528209  0.75471791]
[ 0.30356119  0.69643881]
[ 0.38500484  0.61499516]
[ 0.20891949  0.79108051]
[ 0.30233965  0.69766035]
[ 0.04329436  0.95670564]
[ 0.37306554  0.62693446]
[ 0.16551175  0.83448825]
[ 0.18293373  0.81706627]
[ 0.14173934  0.85826066]
[ 0.4266416  0.5733584]
[ 0.21462176  0.78537824]
[ 0.35890027  0.64109973]
[ 0.30503268  0.69496732]
[ 0.57392478  0.42607522]
[ 0.36811639  0.63188361]
[ 0.2504587  0.7495413]
[ 0.18959178  0.81040822]
[ 0.21455568  0.78544432]
[ 0.31338954  0.68661046]
[ 0.33517081  0.66482919]
[ 0.09192554  0.90807446]
[ 0.18764118  0.81235882]
[ 0.04840418  0.95159582]
[ 0.01117015  0.98882985]
[ 0.27748932  0.72251068]
[ 0.1390993  0.8609007]
[ 0.27386499  0.72613501]
[ 0.1264362  0.8735638]
[ 0.2217835  0.7782165]
[ 0.38551467  0.61448533]
[ 0.23792376  0.76207624]
[ 0.51728334  0.48271666]
[ 0.01035419  0.98964581]
[ 0.28793579  0.71206421]
[ 0.08196498  0.91803502]
[ 0.11000277  0.88999723]
[ 0.13113031  0.86886969]
[ 0.20993409  0.79006591]
[ 0.50841248  0.49158752]
[ 0.461476  0.538524]
[ 0.27461366  0.72538634]
[ 0.38697763  0.61302237]
[ 0.98585826  0.01414174]
[ 0.31656892  0.68343108]
[ 0.16518158  0.83481842]
[ 0.79054987  0.20945013]
[ 0.02863124  0.97136876]
[ 0.38557096  0.61442904]
[ 0.38551467  0.61448533]
[ 0.25697444  0.74302556]
[ 0.11886402  0.88113598]
[ 0.24414345  0.75585655]
[ 0.01240147  0.98759853]
[ 0.15082146  0.84917854]
[ 0.3148042  0.6851958]
[ 0.16008491  0.83991509]
[ 0.21711356  0.78288644]
[ 0.10192395  0.89807605]
[ 0.5203751  0.4796249]
[ 0.1351639  0.8648361]
[ 0.05077777  0.94922223]
[ 0.22052488  0.77947512]
[ 0.01267047  0.98732953]
[ 0.13113031  0.86886969]
[ 0.28910969  0.71089031]
[ 0.30426058  0.69573942]
[ 0.50675736  0.49324264]
[ 0.13818795  0.86181205]
[ 0.02611092  0.97388908]
[ 0.24307796  0.75692204]
[ 0.00885038  0.99114962]
[ 0.01392755  0.98607245]
[ 0.04902658  0.95097342]
[ 0.25304031  0.74695969]
[ 0.14412467  0.85587533]
[ 0.18788552  0.81211448]
[ 0.42447348  0.57552652]
[ 0.49662043  0.50337957]
[ 0.24615941  0.75384059]
